d,FOODS_3_090,FOODS_3_586,FOODS_3_252,FOODS_3_555,FOODS_3_714,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_1634,593,479,391,242,230,2015-07-20,11525,Monday,3,7,2015,0,0,0
d_1635,494,504,321,183,192,2015-07-21,11525,Tuesday,4,7,2015,0,0,0
d_1636,540,358,279,183,176,2015-07-22,11525,Wednesday,5,7,2015,0,0,0
d_1637,605,460,364,204,250,2015-07-23,11525,Thursday,6,7,2015,0,0,0
d_1638,741,588,486,261,243,2015-07-24,11525,Friday,7,7,2015,0,0,0
d_1639,705,595,548,296,280,2015-07-25,11526,Saturday,1,7,2015,0,0,0
d_1640,699,578,505,261,296,2015-07-26,11526,Sunday,2,7,2015,0,0,0
d_1641,476,447,350,221,217,2015-07-27,11526,Monday,3,7,2015,0,0,0
d_1642,452,446,374,212,261,2015-07-28,11526,Tuesday,4,7,2015,0,0,0
d_1643,397,382,325,160,251,2015-07-29,11526,Wednesday,5,7,2015,0,0,0
d_1644,417,468,329,198,212,2015-07-30,11526,Thursday,6,7,2015,0,0,0
d_1645,625,580,484,278,287,2015-07-31,11526,Friday,7,7,2015,0,0,0
d_1646,786,663,612,364,362,2015-08-01,11527,Saturday,1,8,2015,1,1,0
d_1647,636,679,599,302,312,2015-08-02,11527,Sunday,2,8,2015,1,0,1
d_1648,431,557,377,248,229,2015-08-03,11527,Monday,3,8,2015,1,1,1
d_1649,373,470,232,241,207,2015-08-04,11527,Tuesday,4,8,2015,1,0,0
d_1650,453,486,343,268,181,2015-08-05,11527,Wednesday,5,8,2015,1,1,1
d_1651,467,461,370,234,228,2015-08-06,11527,Thursday,6,8,2015,1,1,1
d_1652,721,538,484,291,243,2015-08-07,11527,Friday,7,8,2015,1,1,0
d_1653,784,640,601,337,304,2015-08-08,11528,Saturday,1,8,2015,1,0,1
d_1654,712,737,674,358,283,2015-08-09,11528,Sunday,2,8,2015,1,1,1
d_1655,445,544,393,229,240,2015-08-10,11528,Monday,3,8,2015,1,0,0
d_1656,406,495,316,219,236,2015-08-11,11528,Tuesday,4,8,2015,0,1,1
d_1657,439,515,426,209,202,2015-08-12,11528,Wednesday,5,8,2015,0,1,1
d_1658,434,518,360,261,229,2015-08-13,11528,Thursday,6,8,2015,0,1,0
d_1659,585,626,479,279,281,2015-08-14,11528,Friday,7,8,2015,0,0,1
d_1660,658,762,730,356,396,2015-08-15,11529,Saturday,1,8,2015,0,1,1
d_1661,741,734,667,341,414,2015-08-16,11529,Sunday,2,8,2015,0,0,0
d_1662,547,517,401,273,272,2015-08-17,11529,Monday,3,8,2015,0,0,0
d_1663,418,540,353,246,238,2015-08-18,11529,Tuesday,4,8,2015,0,0,0
d_1664,570,424,293,188,173,2015-08-19,11529,Wednesday,5,8,2015,0,0,0
d_1665,480,352,241,181,181,2015-08-20,11529,Thursday,6,8,2015,0,0,0
d_1666,668,530,362,258,285,2015-08-21,11529,Friday,7,8,2015,0,0,0
d_1667,623,701,584,335,301,2015-08-22,11530,Saturday,1,8,2015,0,0,0
d_1668,600,801,626,321,312,2015-08-23,11530,Sunday,2,8,2015,0,0,0
d_1669,464,497,382,193,225,2015-08-24,11530,Monday,3,8,2015,0,0,0
d_1670,430,374,289,177,175,2015-08-25,11530,Tuesday,4,8,2015,0,0,0
d_1671,404,397,313,190,216,2015-08-26,11530,Wednesday,5,8,2015,0,0,0
d_1672,425,441,357,192,229,2015-08-27,11530,Thursday,6,8,2015,0,0,0
d_1673,627,448,398,247,277,2015-08-28,11530,Friday,7,8,2015,0,0,0
d_1674,731,581,474,307,287,2015-08-29,11531,Saturday,1,8,2015,0,0,0
d_1675,732,567,443,300,263,2015-08-30,11531,Sunday,2,8,2015,0,0,0
d_1676,441,398,282,204,229,2015-08-31,11531,Monday,3,8,2015,0,0,0
d_1677,370,444,289,226,221,2015-09-01,11531,Tuesday,4,9,2015,1,1,0
d_1678,467,434,296,218,195,2015-09-02,11531,Wednesday,5,9,2015,1,0,1
d_1679,588,419,312,225,194,2015-09-03,11531,Thursday,6,9,2015,1,1,1
d_1680,617,460,288,224,241,2015-09-04,11531,Friday,7,9,2015,1,0,0
d_1681,751,563,512,279,272,2015-09-05,11532,Saturday,1,9,2015,1,1,1
d_1682,799,608,560,323,308,2015-09-06,11532,Sunday,2,9,2015,1,1,1
d_1683,763,513,469,260,291,2015-09-07,11532,Monday,3,9,2015,1,1,0
d_1684,478,392,319,218,158,2015-09-08,11532,Tuesday,4,9,2015,1,0,1
d_1685,392,422,287,190,216,2015-09-09,11532,Wednesday,5,9,2015,1,1,1
d_1686,468,394,300,214,196,2015-09-10,11532,Thursday,6,9,2015,1,0,0
d_1687,632,450,294,235,222,2015-09-11,11532,Friday,7,9,2015,0,1,1
d_1688,741,569,445,321,272,2015-09-12,11533,Saturday,1,9,2015,0,1,1
d_1689,688,584,466,279,265,2015-09-13,11533,Sunday,2,9,2015,0,1,0
d_1690,521,383,241,207,136,2015-09-14,11533,Monday,3,9,2015,0,0,1
d_1691,534,427,260,206,168,2015-09-15,11533,Tuesday,4,9,2015,0,1,1
d_1692,465,360,268,197,168,2015-09-16,11533,Wednesday,5,9,2015,0,0,0
d_1693,397,391,262,220,168,2015-09-17,11533,Thursday,6,9,2015,0,0,0
d_1694,649,454,313,227,198,2015-09-18,11533,Friday,7,9,2015,0,0,0
d_1695,806,613,507,326,311,2015-09-19,11534,Saturday,1,9,2015,0,0,0
d_1696,768,569,558,290,311,2015-09-20,11534,Sunday,2,9,2015,0,0,0
d_1697,465,407,303,191,204,2015-09-21,11534,Monday,3,9,2015,0,0,0
d_1698,406,409,238,165,188,2015-09-22,11534,Tuesday,4,9,2015,0,0,0
d_1699,475,366,271,169,166,2015-09-23,11534,Wednesday,5,9,2015,0,0,0
d_1700,427,400,303,215,157,2015-09-24,11534,Thursday,6,9,2015,0,0,0
d_1701,640,449,327,194,200,2015-09-25,11534,Friday,7,9,2015,0,0,0
d_1702,775,523,437,304,269,2015-09-26,11535,Saturday,1,9,2015,0,0,0
d_1703,598,494,311,217,219,2015-09-27,11535,Sunday,2,9,2015,0,0,0
d_1704,418,325,199,150,184,2015-09-28,11535,Monday,3,9,2015,0,0,0
d_1705,344,306,170,179,109,2015-09-29,11535,Tuesday,4,9,2015,0,0,0
d_1706,399,288,199,164,134,2015-09-30,11535,Wednesday,5,9,2015,0,0,0
d_1707,492,403,280,226,193,2015-10-01,11535,Thursday,6,10,2015,1,1,0
d_1708,626,489,287,284,190,2015-10-02,11535,Friday,7,10,2015,1,0,1
d_1709,780,566,448,291,261,2015-10-03,11536,Saturday,1,10,2015,1,1,1
d_1710,549,586,416,283,241,2015-10-04,11536,Sunday,2,10,2015,1,0,0
d_1711,483,451,279,205,156,2015-10-05,11536,Monday,3,10,2015,1,1,1
d_1712,425,466,299,200,143,2015-10-06,11536,Tuesday,4,10,2015,1,1,1
d_1713,441,418,239,216,140,2015-10-07,11536,Wednesday,5,10,2015,1,1,0
d_1714,571,394,314,220,190,2015-10-08,11536,Thursday,6,10,2015,1,0,1
d_1715,671,475,347,275,205,2015-10-09,11536,Friday,7,10,2015,1,1,1
d_1716,706,583,403,298,219,2015-10-10,11537,Saturday,1,10,2015,1,0,0
d_1717,706,607,465,286,254,2015-10-11,11537,Sunday,2,10,2015,0,1,1
d_1718,499,485,315,245,199,2015-10-12,11537,Monday,3,10,2015,0,1,1
d_1719,443,466,284,216,177,2015-10-13,11537,Tuesday,4,10,2015,0,1,0
d_1720,426,414,246,205,151,2015-10-14,11537,Wednesday,5,10,2015,0,0,1
d_1721,322,424,232,212,180,2015-10-15,11537,Thursday,6,10,2015,0,1,1
d_1722,223,495,336,274,182,2015-10-16,11537,Friday,7,10,2015,0,0,0
d_1723,751,542,436,296,227,2015-10-17,11538,Saturday,1,10,2015,0,0,0
d_1724,734,554,369,287,218,2015-10-18,11538,Sunday,2,10,2015,0,0,0
d_1725,429,380,201,169,153,2015-10-19,11538,Monday,3,10,2015,0,0,0
d_1726,445,353,215,148,138,2015-10-20,11538,Tuesday,4,10,2015,0,0,0
d_1727,394,326,248,178,171,2015-10-21,11538,Wednesday,5,10,2015,0,0,0
d_1728,590,405,242,210,162,2015-10-22,11538,Thursday,6,10,2015,0,0,0
d_1729,692,463,294,241,205,2015-10-23,11538,Friday,7,10,2015,0,0,0
d_1730,910,459,379,285,232,2015-10-24,11539,Saturday,1,10,2015,0,0,0
d_1731,712,509,297,253,208,2015-10-25,11539,Sunday,2,10,2015,0,0,0
d_1732,415,416,226,185,132,2015-10-26,11539,Monday,3,10,2015,0,0,0
d_1733,383,420,207,201,131,2015-10-27,11539,Tuesday,4,10,2015,0,0,0
d_1734,423,375,253,211,148,2015-10-28,11539,Wednesday,5,10,2015,0,0,0
d_1735,542,500,286,254,161,2015-10-29,11539,Thursday,6,10,2015,0,0,0
d_1736,694,539,321,281,227,2015-10-30,11539,Friday,7,10,2015,0,0,0
d_1737,898,580,395,284,260,2015-10-31,11540,Saturday,1,10,2015,0,0,0
d_1738,657,526,294,256,193,2015-11-01,11540,Sunday,2,11,2015,1,1,0
d_1739,393,357,196,159,140,2015-11-02,11540,Monday,3,11,2015,1,0,1
d_1740,390,381,201,196,137,2015-11-03,11540,Tuesday,4,11,2015,1,1,1
d_1741,354,347,180,187,158,2015-11-04,11540,Wednesday,5,11,2015,1,0,0
d_1742,430,411,236,220,154,2015-11-05,11540,Thursday,6,11,2015,1,1,1
d_1743,671,432,279,222,152,2015-11-06,11540,Friday,7,11,2015,1,1,1
d_1744,681,510,363,285,220,2015-11-07,11541,Saturday,1,11,2015,1,1,0
d_1745,588,553,331,254,209,2015-11-08,11541,Sunday,2,11,2015,1,0,1
d_1746,454,364,193,176,134,2015-11-09,11541,Monday,3,11,2015,1,1,1
d_1747,365,397,206,196,108,2015-11-10,11541,Tuesday,4,11,2015,1,0,0
d_1748,432,401,274,193,151,2015-11-11,11541,Wednesday,5,11,2015,0,1,1
d_1749,538,404,205,198,128,2015-11-12,11541,Thursday,6,11,2015,0,1,1
d_1750,651,457,248,226,152,2015-11-13,11541,Friday,7,11,2015,0,1,0
d_1751,844,557,398,287,258,2015-11-14,11542,Saturday,1,11,2015,0,0,1
d_1752,610,568,317,255,228,2015-11-15,11542,Sunday,2,11,2015,0,1,1
d_1753,429,359,225,215,112,2015-11-16,11542,Monday,3,11,2015,0,0,0
d_1754,348,344,183,149,119,2015-11-17,11542,Tuesday,4,11,2015,0,0,0
d_1755,403,397,183,174,100,2015-11-18,11542,Wednesday,5,11,2015,0,0,0
d_1756,436,369,217,192,149,2015-11-19,11542,Thursday,6,11,2015,0,0,0
d_1757,619,453,253,209,187,2015-11-20,11542,Friday,7,11,2015,0,0,0
d_1758,796,578,345,252,217,2015-11-21,11543,Saturday,1,11,2015,0,0,0
d_1759,645,613,358,259,210,2015-11-22,11543,Sunday,2,11,2015,0,0,0
d_1760,560,407,243,232,130,2015-11-23,11543,Monday,3,11,2015,0,0,0
d_1761,679,442,247,233,153,2015-11-24,11543,Tuesday,4,11,2015,0,0,0
d_1762,1525,516,316,282,191,2015-11-25,11543,Wednesday,5,11,2015,0,0,0
d_1763,1242,656,506,394,252,2015-11-26,11543,Thursday,6,11,2015,0,0,0
d_1764,356,629,351,302,222,2015-11-27,11543,Friday,7,11,2015,0,0,0
d_1765,489,455,282,233,203,2015-11-28,11544,Saturday,1,11,2015,0,0,0
d_1766,416,518,316,207,156,2015-11-29,11544,Sunday,2,11,2015,0,0,0
d_1767,332,332,208,162,118,2015-11-30,11544,Monday,3,11,2015,0,0,0
d_1768,406,413,228,215,133,2015-12-01,11544,Tuesday,4,12,2015,1,1,0
d_1769,473,359,232,205,152,2015-12-02,11544,Wednesday,5,12,2015,1,0,1
d_1770,1,427,260,247,130,2015-12-03,11544,Thursday,6,12,2015,1,1,1
d_1771,0,488,282,255,166,2015-12-04,11544,Friday,7,12,2015,1,0,0
d_1772,2,663,444,338,223,2015-12-05,11545,Saturday,1,12,2015,1,1,1
d_1773,0,665,388,243,204,2015-12-06,11545,Sunday,2,12,2015,1,1,1
d_1774,1,382,266,195,132,2015-12-07,11545,Monday,3,12,2015,1,1,0
d_1775,0,418,225,229,133,2015-12-08,11545,Tuesday,4,12,2015,1,0,1
d_1776,0,408,226,204,126,2015-12-09,11545,Wednesday,5,12,2015,1,1,1
d_1777,9,436,232,234,109,2015-12-10,11545,Thursday,6,12,2015,1,0,0
d_1778,1,495,297,254,155,2015-12-11,11545,Friday,7,12,2015,0,1,1
d_1779,3,614,397,316,227,2015-12-12,11546,Saturday,1,12,2015,0,1,1
d_1780,2,588,325,276,176,2015-12-13,11546,Sunday,2,12,2015,0,1,0
d_1781,1,430,275,224,148,2015-12-14,11546,Monday,3,12,2015,0,0,1
d_1782,0,495,257,235,119,2015-12-15,11546,Tuesday,4,12,2015,0,1,1
d_1783,0,474,245,270,157,2015-12-16,11546,Wednesday,5,12,2015,0,0,0
d_1784,0,504,318,269,156,2015-12-17,11546,Thursday,6,12,2015,0,0,0
d_1785,1,465,319,232,205,2015-12-18,11546,Friday,7,12,2015,0,0,0
d_1786,0,615,456,346,246,2015-12-19,11547,Saturday,1,12,2015,0,0,0
d_1787,6,630,362,291,217,2015-12-20,11547,Sunday,2,12,2015,0,0,0
d_1788,4,488,285,231,141,2015-12-21,11547,Monday,3,12,2015,0,0,0
d_1789,5,512,272,300,208,2015-12-22,11547,Tuesday,4,12,2015,0,0,0
d_1790,2,676,399,332,248,2015-12-23,11547,Wednesday,5,12,2015,0,0,0
d_1791,0,688,348,374,199,2015-12-24,11547,Thursday,6,12,2015,0,0,0
d_1792,0,0,1,1,2,2015-12-25,11547,Friday,7,12,2015,0,0,0
d_1793,6,523,370,254,174,2015-12-26,11548,Saturday,1,12,2015,0,0,0
d_1794,0,392,230,188,123,2015-12-27,11548,Sunday,2,12,2015,0,0,0
d_1795,6,292,195,168,122,2015-12-28,11548,Monday,3,12,2015,0,0,0
d_1796,0,294,192,203,123,2015-12-29,11548,Tuesday,4,12,2015,0,0,0
d_1797,0,344,218,160,125,2015-12-30,11548,Wednesday,5,12,2015,0,0,0
d_1798,0,425,258,235,162,2015-12-31,11548,Thursday,6,12,2015,0,0,0
d_1799,0,378,247,225,143,2016-01-01,11548,Friday,7,1,2016,1,1,0
d_1800,0,433,280,224,193,2016-01-02,11549,Saturday,1,1,2016,1,0,1
d_1801,0,449,260,218,151,2016-01-03,11549,Sunday,2,1,2016,1,1,1
d_1802,0,337,209,187,135,2016-01-04,11549,Monday,3,1,2016,1,0,0
d_1803,0,339,147,168,100,2016-01-05,11549,Tuesday,4,1,2016,1,1,1
d_1804,0,339,172,153,95,2016-01-06,11549,Wednesday,5,1,2016,1,1,1
d_1805,611,361,196,169,111,2016-01-07,11549,Thursday,6,1,2016,1,1,0
d_1806,707,374,216,205,126,2016-01-08,11549,Friday,7,1,2016,1,0,1
d_1807,850,422,286,224,155,2016-01-09,11550,Saturday,1,1,2016,1,1,1
d_1808,643,412,278,217,130,2016-01-10,11550,Sunday,2,1,2016,1,0,0
d_1809,460,346,163,182,102,2016-01-11,11550,Monday,3,1,2016,0,1,1
d_1810,368,305,179,168,107,2016-01-12,11550,Tuesday,4,1,2016,0,1,1
d_1811,416,306,160,152,116,2016-01-13,11550,Wednesday,5,1,2016,0,1,0
d_1812,408,303,155,187,109,2016-01-14,11550,Thursday,6,1,2016,0,0,1
d_1813,645,379,248,215,132,2016-01-15,11550,Friday,7,1,2016,0,1,1
d_1814,762,453,263,281,147,2016-01-16,11551,Saturday,1,1,2016,0,0,0
d_1815,688,421,275,243,160,2016-01-17,11551,Sunday,2,1,2016,0,0,0
d_1816,399,368,210,168,127,2016-01-18,11551,Monday,3,1,2016,0,0,0
d_1817,429,311,158,171,107,2016-01-19,11551,Tuesday,4,1,2016,0,0,0
d_1818,356,324,164,162,93,2016-01-20,11551,Wednesday,5,1,2016,0,0,0
d_1819,401,324,160,138,100,2016-01-21,11551,Thursday,6,1,2016,0,0,0
d_1820,561,355,213,179,130,2016-01-22,11551,Friday,7,1,2016,0,0,0
d_1821,719,459,292,209,193,2016-01-23,11552,Saturday,1,1,2016,0,0,0
d_1822,644,468,247,221,148,2016-01-24,11552,Sunday,2,1,2016,0,0,0
d_1823,385,312,169,147,95,2016-01-25,11552,Monday,3,1,2016,0,0,0
d_1824,404,274,152,141,89,2016-01-26,11552,Tuesday,4,1,2016,0,0,0
d_1825,326,300,126,146,120,2016-01-27,11552,Wednesday,5,1,2016,0,0,0
d_1826,417,301,168,181,106,2016-01-28,11552,Thursday,6,1,2016,0,0,0
d_1827,577,338,236,193,194,2016-01-29,11552,Friday,7,1,2016,0,0,0
d_1828,688,439,323,288,199,2016-01-30,11601,Saturday,1,1,2016,0,0,0
d_1829,595,437,307,263,183,2016-01-31,11601,Sunday,2,1,2016,0,0,0
d_1830,380,376,206,193,142,2016-02-01,11601,Monday,3,2,2016,1,1,0
d_1831,347,321,196,166,110,2016-02-02,11601,Tuesday,4,2,2016,1,0,1
d_1832,431,383,188,213,136,2016-02-03,11601,Wednesday,5,2,2016,1,1,1
d_1833,466,325,204,187,131,2016-02-04,11601,Thursday,6,2,2016,1,0,0
d_1834,597,364,253,247,146,2016-02-05,11601,Friday,7,2,2016,1,1,1
d_1835,913,517,330,273,204,2016-02-06,11602,Saturday,1,2,2016,1,1,1
d_1836,806,464,297,244,202,2016-02-07,11602,Sunday,2,2,2016,1,1,0
d_1837,325,353,213,189,147,2016-02-08,11602,Monday,3,2,2016,1,0,1
d_1838,345,356,243,191,149,2016-02-09,11602,Tuesday,4,2,2016,1,1,1
d_1839,439,398,297,229,178,2016-02-10,11602,Wednesday,5,2,2016,1,0,0
d_1840,492,518,335,276,177,2016-02-11,11602,Thursday,6,2,2016,0,1,1
d_1841,553,504,356,237,188,2016-02-12,11602,Friday,7,2,2016,0,1,1
d_1842,799,636,409,292,190,2016-02-13,11603,Saturday,1,2,2016,0,1,0
d_1843,677,535,381,275,213,2016-02-14,11603,Sunday,2,2,2016,0,0,1
d_1844,482,456,311,239,216,2016-02-15,11603,Monday,3,2,2016,0,1,1
d_1845,444,382,271,223,157,2016-02-16,11603,Tuesday,4,2,2016,0,0,0
d_1846,487,362,244,191,144,2016-02-17,11603,Wednesday,5,2,2016,0,0,0
d_1847,394,304,252,188,146,2016-02-18,11603,Thursday,6,2,2016,0,0,0
d_1848,657,402,294,251,180,2016-02-19,11603,Friday,7,2,2016,0,0,0
d_1849,745,542,471,323,225,2016-02-20,11604,Saturday,1,2,2016,0,0,0
d_1850,768,532,359,267,201,2016-02-21,11604,Sunday,2,2,2016,0,0,0
d_1851,467,336,199,163,156,2016-02-22,11604,Monday,3,2,2016,0,0,0
d_1852,338,378,217,195,135,2016-02-23,11604,Tuesday,4,2,2016,0,0,0
d_1853,340,319,198,172,147,2016-02-24,11604,Wednesday,5,2,2016,0,0,0
d_1854,454,390,243,237,182,2016-02-25,11604,Thursday,6,2,2016,0,0,0
d_1855,738,373,260,234,173,2016-02-26,11604,Friday,7,2,2016,0,0,0
d_1856,802,545,377,301,222,2016-02-27,11605,Saturday,1,2,2016,0,0,0
d_1857,653,492,335,261,260,2016-02-28,11605,Sunday,2,2,2016,0,0,0
d_1858,457,359,220,190,178,2016-02-29,11605,Monday,3,2,2016,0,0,0
d_1859,476,393,208,180,161,2016-03-01,11605,Tuesday,4,3,2016,1,1,0
d_1860,511,382,213,191,138,2016-03-02,11605,Wednesday,5,3,2016,1,0,1
d_1861,457,426,281,226,208,2016-03-03,11605,Thursday,6,3,2016,1,1,1
d_1862,596,384,226,240,191,2016-03-04,11605,Friday,7,3,2016,1,0,0
d_1863,715,457,337,287,235,2016-03-05,11606,Saturday,1,3,2016,1,1,1
d_1864,652,515,412,270,211,2016-03-06,11606,Sunday,2,3,2016,1,1,1
d_1865,506,383,215,213,178,2016-03-07,11606,Monday,3,3,2016,1,1,0
d_1866,414,354,193,180,157,2016-03-08,11606,Tuesday,4,3,2016,1,0,1
d_1867,445,367,184,169,185,2016-03-09,11606,Wednesday,5,3,2016,1,1,1
d_1868,488,402,238,201,178,2016-03-10,11606,Thursday,6,3,2016,1,0,0
d_1869,605,392,298,211,208,2016-03-11,11606,Friday,7,3,2016,0,1,1
d_1870,841,508,359,310,261,2016-03-12,11607,Saturday,1,3,2016,0,1,1
d_1871,632,481,334,297,186,2016-03-13,11607,Sunday,2,3,2016,0,1,0
d_1872,521,403,270,234,186,2016-03-14,11607,Monday,3,3,2016,0,0,1
d_1873,362,363,267,198,164,2016-03-15,11607,Tuesday,4,3,2016,0,1,1
d_1874,502,354,236,205,163,2016-03-16,11607,Wednesday,5,3,2016,0,0,0
d_1875,423,393,302,176,172,2016-03-17,11607,Thursday,6,3,2016,0,0,0
d_1876,519,367,310,246,196,2016-03-18,11607,Friday,7,3,2016,0,0,0
d_1877,727,419,357,266,215,2016-03-19,11608,Saturday,1,3,2016,0,0,0
d_1878,604,434,306,207,209,2016-03-20,11608,Sunday,2,3,2016,0,0,0
d_1879,342,313,195,165,132,2016-03-21,11608,Monday,3,3,2016,0,0,0
d_1880,384,335,221,191,168,2016-03-22,11608,Tuesday,4,3,2016,0,0,0
d_1881,399,361,212,186,161,2016-03-23,11608,Wednesday,5,3,2016,0,0,0
d_1882,430,391,232,202,150,2016-03-24,11608,Thursday,6,3,2016,0,0,0
d_1883,773,504,417,310,254,2016-03-25,11608,Friday,7,3,2016,0,0,0
d_1884,1002,635,466,351,282,2016-03-26,11609,Saturday,1,3,2016,0,0,0
d_1885,1051,579,394,347,207,2016-03-27,11609,Sunday,2,3,2016,0,0,0
d_1886,321,339,216,205,122,2016-03-28,11609,Monday,3,3,2016,0,0,0
d_1887,317,290,202,176,176,2016-03-29,11609,Tuesday,4,3,2016,0,0,0
d_1888,425,300,176,167,147,2016-03-30,11609,Wednesday,5,3,2016,0,0,0
d_1889,481,332,245,202,146,2016-03-31,11609,Thursday,6,3,2016,0,0,0
d_1890,630,405,288,253,231,2016-04-01,11609,Friday,7,4,2016,1,1,0
d_1891,717,485,413,345,257,2016-04-02,11610,Saturday,1,4,2016,1,0,1
d_1892,657,506,374,312,250,2016-04-03,11610,Sunday,2,4,2016,1,1,1
d_1893,434,362,251,211,188,2016-04-04,11610,Monday,3,4,2016,1,0,0
d_1894,397,411,271,201,210,2016-04-05,11610,Tuesday,4,4,2016,1,1,1
d_1895,428,366,276,215,180,2016-04-06,11610,Wednesday,5,4,2016,1,1,1
d_1896,423,427,283,232,179,2016-04-07,11610,Thursday,6,4,2016,1,1,0
d_1897,655,409,297,240,203,2016-04-08,11610,Friday,7,4,2016,1,0,1
d_1898,827,511,368,324,234,2016-04-09,11611,Saturday,1,4,2016,1,1,1
d_1899,710,502,309,294,201,2016-04-10,11611,Sunday,2,4,2016,1,0,0
d_1900,456,381,259,231,156,2016-04-11,11611,Monday,3,4,2016,0,1,1
d_1901,395,306,206,184,141,2016-04-12,11611,Tuesday,4,4,2016,0,1,1
d_1902,394,343,227,159,165,2016-04-13,11611,Wednesday,5,4,2016,0,1,0
d_1903,426,369,195,190,186,2016-04-14,11611,Thursday,6,4,2016,0,0,1
d_1904,672,396,271,237,250,2016-04-15,11611,Friday,7,4,2016,0,1,1
d_1905,832,481,398,315,286,2016-04-16,11612,Saturday,1,4,2016,0,0,0
d_1906,789,530,377,288,285,2016-04-17,11612,Sunday,2,4,2016,0,0,0
d_1907,486,391,259,211,183,2016-04-18,11612,Monday,3,4,2016,0,0,0
d_1908,424,434,279,230,153,2016-04-19,11612,Tuesday,4,4,2016,0,0,0
d_1909,425,373,224,209,136,2016-04-20,11612,Wednesday,5,4,2016,0,0,0
d_1910,422,365,249,215,169,2016-04-21,11612,Thursday,6,4,2016,0,0,0
d_1911,629,381,255,247,205,2016-04-22,11612,Friday,7,4,2016,0,0,0
d_1912,793,477,440,303,258,2016-04-23,11613,Saturday,1,4,2016,0,0,0
d_1913,592,449,287,238,205,2016-04-24,11613,Sunday,2,4,2016,0,0,0
