d,sales,date,wm_yr_wk,weekday,wday,month,year,snap_CA,snap_TX,snap_WI,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28
d_583,42819,2012-09-02,11232,Sunday,2,9,2012,1,0,1,41021.0,43364.0,43009.0,34203.857142857145,33824.71428571428,35614.392857142855
d_584,44525,2012-09-03,11232,Monday,3,9,2012,1,1,1,31010.0,32410.0,37024.0,36134.57142857143,34690.07142857143,35882.28571428572
d_585,31879,2012-09-04,11232,Tuesday,4,9,2012,1,0,0,28472.0,30206.0,32394.0,36621.28571428572,34809.57142857143,35863.892857142855
d_586,31854,2012-09-05,11232,Wednesday,5,9,2012,1,1,1,27101.0,28922.0,32301.0,37300.28571428572,35019.0,35847.92857142857
d_587,32575,2012-09-06,11232,Thursday,6,9,2012,1,1,1,28303.0,28552.0,35008.0,37910.57142857143,35306.357142857145,35761.03571428572
d_588,34775,2012-09-07,11232,Friday,7,9,2012,1,1,0,37092.0,33044.0,36465.0,37579.57142857143,35430.0,35700.67857142857
d_589,43218,2012-09-08,11233,Saturday,1,9,2012,1,0,1,44630.0,39964.0,44081.0,37377.857142857145,35662.42857142857,35669.857142857145
d_590,46649,2012-09-09,11233,Sunday,2,9,2012,1,1,1,42819.0,41021.0,45798.0,37925.0,36064.42857142857,35700.25
d_591,32972,2012-09-10,11233,Monday,3,9,2012,1,0,0,44525.0,31010.0,36030.0,36274.57142857143,36204.57142857143,35591.03571428572
d_592,32370,2012-09-11,11233,Tuesday,4,9,2012,0,1,1,31879.0,28472.0,34312.0,36344.71428571428,36483.0,35521.67857142857
d_593,31018,2012-09-12,11233,Wednesday,5,9,2012,0,1,1,31854.0,27101.0,35497.0,36225.28571428572,36762.78571428572,35361.71428571428
d_594,30142,2012-09-13,11233,Thursday,6,9,2012,0,1,0,32575.0,28303.0,34405.0,35877.71428571428,36894.142857142855,35209.46428571428
d_595,36359,2012-09-14,11233,Friday,7,9,2012,0,0,1,34775.0,37092.0,35457.0,36104.0,36841.78571428572,35241.67857142857
d_596,45959,2012-09-15,11234,Saturday,1,9,2012,0,1,1,43218.0,44630.0,41521.0,36495.57142857143,36936.71428571428,35400.17857142857
d_597,44286,2012-09-16,11234,Sunday,2,9,2012,0,0,0,46649.0,42819.0,43364.0,36158.0,37041.5,35433.107142857145
d_598,31860,2012-09-17,11234,Monday,3,9,2012,0,0,0,32972.0,44525.0,32410.0,35999.142857142855,36136.857142857145,35413.46428571428
d_599,29276,2012-09-18,11234,Tuesday,4,9,2012,0,0,0,32370.0,31879.0,30206.0,35557.142857142855,35950.92857142857,35380.25
d_600,27065,2012-09-19,11234,Wednesday,5,9,2012,0,0,0,31018.0,31854.0,28922.0,34992.42857142857,35608.857142857145,35313.92857142857
d_601,28557,2012-09-20,11234,Thursday,6,9,2012,0,0,0,30142.0,32575.0,28552.0,34766.0,35321.857142857145,35314.107142857145
d_602,33634,2012-09-21,11234,Friday,7,9,2012,0,0,0,36359.0,34775.0,33044.0,34376.71428571428,35240.357142857145,35335.17857142857
d_603,41889,2012-09-22,11235,Saturday,1,9,2012,0,0,0,45959.0,43218.0,39964.0,33795.28571428572,35145.42857142857,35403.92857142857
d_604,41362,2012-09-23,11235,Sunday,2,9,2012,0,0,0,44286.0,46649.0,41021.0,33377.57142857143,34767.78571428572,35416.107142857145
d_605,29176,2012-09-24,11235,Monday,3,9,2012,0,0,0,31860.0,32972.0,31010.0,32994.142857142855,34496.642857142855,35350.607142857145
d_606,27979,2012-09-25,11235,Tuesday,4,9,2012,0,0,0,29276.0,32370.0,28472.0,32808.857142857145,34183.0,35333.0
d_607,26932,2012-09-26,11235,Wednesday,5,9,2012,0,0,0,27065.0,31018.0,27101.0,32789.857142857145,33891.142857142855,35326.96428571428
d_608,27231,2012-09-27,11235,Thursday,6,9,2012,0,0,0,28557.0,30142.0,28303.0,32600.428571428572,33683.21428571428,35288.67857142857
d_609,32656,2012-09-28,11235,Friday,7,9,2012,0,0,0,33634.0,36359.0,37092.0,32460.714285714286,33418.71428571428,35130.25
d_610,40981,2012-09-29,11236,Saturday,1,9,2012,0,0,0,41889.0,45959.0,44630.0,32331.0,33063.142857142855,34999.92857142857
d_611,39736,2012-09-30,11236,Sunday,2,9,2012,0,0,0,41362.0,44286.0,42819.0,32098.714285714286,32738.14285714286,34889.82142857143
d_612,34841,2012-10-01,11236,Monday,3,10,2012,1,1,0,29176.0,31860.0,44525.0,32908.0,32951.07142857143,34543.96428571428
d_613,33830,2012-10-02,11236,Tuesday,4,10,2012,1,0,1,27979.0,29276.0,31879.0,33743.857142857145,33276.357142857145,34613.642857142855
d_614,34220,2012-10-03,11236,Wednesday,5,10,2012,1,1,1,26932.0,27065.0,31854.0,34785.0,33787.42857142857,34698.142857142855
d_615,30075,2012-10-04,11236,Thursday,6,10,2012,1,0,0,27231.0,28557.0,32575.0,35191.28571428572,33895.857142857145,34608.857142857145
d_616,34588,2012-10-05,11236,Friday,7,10,2012,1,1,1,32656.0,33634.0,34775.0,35467.28571428572,33964.0,34602.17857142857
d_617,44040,2012-10-06,11237,Saturday,1,10,2012,1,1,1,40981.0,41889.0,43218.0,35904.28571428572,34117.642857142855,34631.53571428572
d_618,41872,2012-10-07,11237,Sunday,2,10,2012,1,1,0,39736.0,41362.0,46649.0,36209.42857142857,34154.07142857143,34460.92857142857
d_619,33790,2012-10-08,11237,Monday,3,10,2012,1,0,1,34841.0,29176.0,32972.0,36059.28571428572,34483.642857142855,34490.142857142855
d_620,32295,2012-10-09,11237,Tuesday,4,10,2012,1,1,1,33830.0,27979.0,32370.0,35840.0,34791.92857142857,34487.46428571428
d_621,29969,2012-10-10,11237,Wednesday,5,10,2012,1,0,0,34220.0,26932.0,31018.0,35232.71428571428,35008.857142857145,34450.0
d_622,29998,2012-10-11,11237,Thursday,6,10,2012,0,1,1,30075.0,27231.0,30142.0,35221.71428571428,35206.5,34444.857142857145
d_623,35052,2012-10-12,11237,Friday,7,10,2012,0,1,1,34588.0,32656.0,36359.0,35288.0,35377.642857142855,34398.17857142857
d_624,42226,2012-10-13,11238,Saturday,1,10,2012,0,1,0,44040.0,40981.0,45959.0,35028.857142857145,35466.57142857143,34264.857142857145
d_625,42237,2012-10-14,11238,Sunday,2,10,2012,0,0,1,41872.0,39736.0,44286.0,35081.0,35645.21428571428,34191.67857142857
d_626,33684,2012-10-15,11238,Monday,3,10,2012,0,1,1,33790.0,34841.0,31860.0,35065.857142857145,35562.57142857143,34256.82142857143
d_627,27869,2012-10-16,11238,Tuesday,4,10,2012,0,0,0,32295.0,33830.0,29276.0,34433.57142857143,35136.78571428572,34206.57142857143
d_628,27103,2012-10-17,11238,Wednesday,5,10,2012,0,0,0,29969.0,34220.0,27065.0,34024.142857142855,34628.42857142857,34207.92857142857
d_629,26169,2012-10-18,11238,Thursday,6,10,2012,0,0,0,29998.0,30075.0,28557.0,33477.142857142855,34349.42857142857,34122.642857142855
d_630,29711,2012-10-19,11238,Friday,7,10,2012,0,0,0,35052.0,34588.0,33634.0,32714.14285714286,34001.07142857143,33982.53571428572
d_631,36689,2012-10-20,11239,Saturday,1,10,2012,0,0,0,42226.0,44040.0,41889.0,31923.14285714286,33476.0,33796.82142857143
d_632,36987,2012-10-21,11239,Sunday,2,10,2012,0,0,0,42237.0,41872.0,41362.0,31173.14285714286,33127.07142857143,33640.57142857143
d_633,26712,2012-10-22,11239,Monday,3,10,2012,0,0,0,33684.0,33790.0,29176.0,30177.14285714286,32621.5,33552.57142857143
d_634,25419,2012-10-23,11239,Tuesday,4,10,2012,0,0,0,27869.0,32295.0,27979.0,29827.14285714286,32130.35714285714,33461.142857142855
d_635,24390,2012-10-24,11239,Wednesday,5,10,2012,0,0,0,27103.0,29969.0,26932.0,29439.571428571428,31731.85714285714,33370.357142857145
d_636,24312,2012-10-25,11239,Thursday,6,10,2012,0,0,0,26169.0,29998.0,27231.0,29174.285714285714,31325.714285714286,33266.107142857145
d_637,31863,2012-10-26,11239,Friday,7,10,2012,0,0,0,29711.0,35052.0,32656.0,29481.714285714286,31097.928571428572,33237.78571428572
d_638,38547,2012-10-27,11240,Saturday,1,10,2012,0,0,0,36689.0,42226.0,40981.0,29747.14285714286,30835.14285714286,33150.857142857145
d_639,37184,2012-10-28,11240,Sunday,2,10,2012,0,0,0,36987.0,42237.0,39736.0,29775.285714285714,30474.214285714286,33059.71428571428
d_640,27581,2012-10-29,11240,Monday,3,10,2012,0,0,0,26712.0,33684.0,34841.0,29899.428571428572,30038.285714285714,32800.42857142857
d_641,28080,2012-10-30,11240,Tuesday,4,10,2012,0,0,0,25419.0,27869.0,33830.0,30279.571428571428,30053.35714285714,32595.071428571428
d_642,24975,2012-10-31,11240,Wednesday,5,10,2012,0,0,0,24390.0,27103.0,34220.0,30363.14285714286,29901.35714285714,32264.89285714286
d_643,31051,2012-11-01,11240,Thursday,6,11,2012,1,1,0,24312.0,26169.0,30075.0,31325.85714285714,30250.071428571428,32299.75
d_644,35514,2012-11-02,11240,Friday,7,11,2012,1,0,1,31863.0,29711.0,34588.0,31847.428571428572,30664.571428571428,32332.821428571428
d_645,45079,2012-11-03,11241,Saturday,1,11,2012,1,1,1,38547.0,36689.0,44040.0,32780.57142857143,31263.85714285714,32369.928571428572
d_646,42545,2012-11-04,11241,Sunday,2,11,2012,1,0,0,37184.0,36987.0,41872.0,33546.42857142857,31660.85714285714,32393.964285714286
d_647,33057,2012-11-05,11241,Monday,3,11,2012,1,1,1,27581.0,26712.0,33790.0,34328.71428571428,32114.071428571428,32367.785714285714
d_648,30514,2012-11-06,11241,Tuesday,4,11,2012,1,1,1,28080.0,25419.0,32295.0,34676.42857142857,32478.0,32304.178571428572
d_649,29683,2012-11-07,11241,Wednesday,5,11,2012,1,1,0,24975.0,24390.0,29969.0,35349.0,32856.07142857143,32293.964285714286
d_650,30757,2012-11-08,11241,Thursday,6,11,2012,1,0,1,31051.0,24312.0,29998.0,35307.0,33316.42857142857,32321.071428571428
d_651,35722,2012-11-09,11241,Friday,7,11,2012,1,1,1,35514.0,31863.0,35052.0,35336.71428571428,33592.07142857143,32345.0
d_652,42884,2012-11-10,11242,Saturday,1,11,2012,1,0,0,45079.0,38547.0,42226.0,35023.142857142855,33901.857142857145,32368.5
d_653,43517,2012-11-11,11242,Sunday,2,11,2012,0,1,1,42545.0,37184.0,42237.0,35162.0,34354.21428571428,32414.214285714286
d_654,33213,2012-11-12,11242,Monday,3,11,2012,0,1,1,33057.0,27581.0,33684.0,35184.28571428572,34756.5,32397.39285714286
d_655,28308,2012-11-13,11242,Tuesday,4,11,2012,0,1,0,30514.0,28080.0,27869.0,34869.142857142855,34772.78571428572,32413.071428571428
d_656,27835,2012-11-14,11242,Wednesday,5,11,2012,0,0,1,29683.0,24975.0,27103.0,34605.142857142855,34977.07142857143,32439.214285714286
d_657,29713,2012-11-15,11242,Thursday,6,11,2012,0,1,1,30757.0,31051.0,26169.0,34456.0,34881.5,32565.785714285714
d_658,31616,2012-11-16,11242,Friday,7,11,2012,0,0,0,35722.0,35514.0,29711.0,33869.42857142857,34603.07142857143,32633.821428571428
d_659,40441,2012-11-17,11243,Saturday,1,11,2012,0,0,0,42884.0,45079.0,36689.0,33520.42857142857,34271.78571428572,32767.821428571428
d_660,37576,2012-11-18,11243,Sunday,2,11,2012,0,0,0,43517.0,42545.0,36987.0,32671.714285714286,33916.857142857145,32788.857142857145
d_661,29330,2012-11-19,11243,Monday,3,11,2012,0,0,0,33213.0,33057.0,26712.0,32117.0,33650.642857142855,32882.357142857145
d_662,30274,2012-11-20,11243,Tuesday,4,11,2012,0,0,0,28308.0,30514.0,25419.0,32397.85714285714,33633.5,33055.75
d_663,35208,2012-11-21,11243,Wednesday,5,11,2012,0,0,0,27835.0,29683.0,24390.0,33451.142857142855,34028.142857142855,33442.107142857145
d_664,21909,2012-11-22,11243,Thursday,6,11,2012,0,0,0,29713.0,30757.0,24312.0,32336.285714285714,33396.142857142855,33356.28571428572
d_665,23423,2012-11-23,11243,Friday,7,11,2012,0,0,0,31616.0,35722.0,31863.0,31165.85714285714,32517.64285714286,33054.857142857145
d_666,30016,2012-11-24,11244,Saturday,1,11,2012,0,0,0,40441.0,42884.0,38547.0,29676.571428571428,31598.5,32750.178571428572
d_667,32732,2012-11-25,11244,Sunday,2,11,2012,0,0,0,37576.0,43517.0,37184.0,28984.571428571428,30828.14285714286,32591.178571428572
d_668,26476,2012-11-26,11244,Monday,3,11,2012,0,0,0,29330.0,33213.0,27581.0,28576.85714285714,30346.928571428572,32551.714285714286
d_669,24489,2012-11-27,11244,Tuesday,4,11,2012,0,0,0,30274.0,28308.0,28080.0,27750.428571428572,30074.14285714286,32423.464285714286
d_670,23545,2012-11-28,11244,Wednesday,5,11,2012,0,0,0,35208.0,27835.0,24975.0,26084.285714285714,29767.714285714286,32372.39285714286
d_671,23868,2012-11-29,11244,Thursday,6,11,2012,0,0,0,21909.0,29713.0,31051.0,26364.14285714286,29350.214285714286,32115.85714285714
d_672,30389,2012-11-30,11244,Friday,7,11,2012,0,0,0,23423.0,31616.0,35514.0,27359.285714285714,29262.571428571428,31932.821428571428
d_673,42496,2012-12-01,11245,Saturday,1,12,2012,1,1,0,30016.0,40441.0,45079.0,29142.14285714286,29409.35714285714,31840.571428571428
d_674,40940,2012-12-02,11245,Sunday,2,12,2012,1,0,1,32732.0,37576.0,42545.0,30314.714285714286,29649.64285714286,31783.25
d_675,35337,2012-12-03,11245,Monday,3,12,2012,1,1,1,26476.0,29330.0,33057.0,31580.571428571428,30078.714285714286,31864.678571428572
d_676,28819,2012-12-04,11245,Tuesday,4,12,2012,1,0,0,24489.0,30274.0,30514.0,32199.14285714286,29974.785714285714,31804.14285714286
d_677,31184,2012-12-05,11245,Wednesday,5,12,2012,1,1,1,23545.0,35208.0,29683.0,33290.42857142857,29687.35714285714,31857.75
d_678,31124,2012-12-06,11245,Thursday,6,12,2012,1,1,1,23868.0,21909.0,30757.0,34327.0,30345.571428571428,31870.85714285714
d_679,33594,2012-12-07,11245,Friday,7,12,2012,1,1,0,30389.0,23423.0,35722.0,34784.857142857145,31072.071428571428,31794.85714285714
d_680,41573,2012-12-08,11246,Saturday,1,12,2012,1,0,1,42496.0,30016.0,42884.0,34653.0,31897.571428571428,31748.035714285714
d_681,42526,2012-12-09,11246,Sunday,2,12,2012,1,1,1,40940.0,32732.0,43517.0,34879.57142857143,32597.14285714286,31712.64285714286
d_682,31089,2012-12-10,11246,Monday,3,12,2012,1,0,0,35337.0,26476.0,33213.0,34272.71428571428,32926.642857142855,31636.785714285714
d_683,30298,2012-12-11,11246,Tuesday,4,12,2012,0,1,1,28819.0,24489.0,28308.0,34484.0,33341.57142857143,31707.85714285714
d_684,30016,2012-12-12,11246,Wednesday,5,12,2012,0,1,1,31184.0,23545.0,27835.0,34317.142857142855,33803.78571428572,31785.75
d_685,28671,2012-12-13,11246,Thursday,6,12,2012,0,1,0,31124.0,23868.0,29713.0,33966.71428571428,34146.857142857145,31748.535714285714
d_686,32902,2012-12-14,11246,Friday,7,12,2012,0,0,1,33594.0,30389.0,31616.0,33867.857142857145,34326.357142857145,31794.464285714286
d_687,42390,2012-12-15,11247,Saturday,1,12,2012,0,1,1,41573.0,42496.0,40441.0,33984.57142857143,34318.78571428572,31864.071428571428
d_688,40053,2012-12-16,11247,Sunday,2,12,2012,0,0,0,42526.0,40940.0,37576.0,33631.28571428572,34255.42857142857,31952.535714285714
d_689,31025,2012-12-17,11247,Monday,3,12,2012,0,0,0,31089.0,35337.0,29330.0,33622.142857142855,33947.42857142857,32013.071428571428
d_690,30254,2012-12-18,11247,Tuesday,4,12,2012,0,0,0,30298.0,28819.0,30274.0,33615.857142857145,34049.92857142857,32012.35714285714
d_691,31782,2012-12-19,11247,Wednesday,5,12,2012,0,0,0,30016.0,31184.0,35208.0,33868.142857142855,34092.642857142855,31890.0
d_692,30872,2012-12-20,11247,Thursday,6,12,2012,0,0,0,28671.0,31124.0,21909.0,34182.57142857143,34074.642857142855,32210.10714285714
d_693,32848,2012-12-21,11247,Friday,7,12,2012,0,0,0,32902.0,33594.0,23423.0,34174.857142857145,34021.357142857145,32546.714285714286
d_694,40015,2012-12-22,11248,Saturday,1,12,2012,0,0,0,42390.0,41573.0,30016.0,33835.57142857143,33910.07142857143,32903.82142857143
d_695,38987,2012-12-23,11248,Sunday,2,12,2012,0,0,0,40053.0,42526.0,32732.0,33683.28571428572,33657.28571428572,33127.21428571428
d_696,32623,2012-12-24,11248,Monday,3,12,2012,0,0,0,31025.0,31089.0,26476.0,33911.57142857143,33766.857142857145,33346.75
d_697,11,2012-12-25,11248,Tuesday,4,12,2012,0,0,0,30254.0,30298.0,24489.0,29591.14285714286,31603.5,32472.535714285714
d_698,29701,2012-12-26,11248,Wednesday,5,12,2012,0,0,0,31782.0,30016.0,23545.0,29293.85714285714,31581.0,32692.39285714286
d_699,29086,2012-12-27,11248,Thursday,6,12,2012,0,0,0,30872.0,28671.0,23868.0,29038.714285714286,31610.64285714286,32878.75
d_700,32347,2012-12-28,11248,Friday,7,12,2012,0,0,0,32848.0,32902.0,30389.0,28967.14285714286,31571.0,32948.67857142857
d_701,37154,2012-12-29,11249,Saturday,1,12,2012,0,0,0,40015.0,42390.0,42496.0,28558.428571428572,31197.0,32757.89285714286
d_702,35699,2012-12-30,11249,Sunday,2,12,2012,0,0,0,38987.0,40053.0,40940.0,28088.714285714286,30886.0,32570.714285714286
d_703,35036,2012-12-31,11249,Monday,3,12,2012,0,0,0,32623.0,31025.0,35337.0,28433.428571428572,31172.5,32559.964285714286
d_704,24087,2013-01-01,11249,Tuesday,4,1,2013,1,1,0,11.0,30254.0,28819.0,31872.85714285714,30732.0,32390.964285714286
d_705,32184,2013-01-02,11249,Wednesday,5,1,2013,1,0,1,29701.0,31782.0,31184.0,32227.571428571428,30760.714285714286,32426.678571428572
d_706,36241,2013-01-03,11249,Thursday,6,1,2013,1,1,1,29086.0,30872.0,31124.0,33249.71428571428,31144.214285714286,32609.428571428572
d_707,33742,2013-01-04,11249,Friday,7,1,2013,1,0,0,32347.0,32848.0,33594.0,33449.0,31208.071428571428,32614.714285714286
d_708,43287,2013-01-05,11250,Saturday,1,1,2013,1,1,1,37154.0,40015.0,41573.0,34325.142857142855,31441.785714285714,32675.928571428572
d_709,43994,2013-01-06,11250,Sunday,2,1,2013,1,1,1,35699.0,38987.0,42526.0,35510.142857142855,31799.428571428572,32728.35714285714
d_710,33517,2013-01-07,11250,Monday,3,1,2013,1,1,0,35036.0,32623.0,31089.0,35293.142857142855,31863.285714285714,32815.07142857143
d_711,31220,2013-01-08,11250,Tuesday,4,1,2013,1,0,1,24087.0,11.0,30298.0,36312.142857142855,34092.5,32848.0
d_712,29532,2013-01-09,11250,Wednesday,5,1,2013,1,1,1,32184.0,29701.0,30016.0,35933.28571428572,34080.42857142857,32830.71428571428
d_713,29793,2013-01-10,11250,Thursday,6,1,2013,1,0,0,36241.0,29086.0,28671.0,35012.142857142855,34130.92857142857,32870.78571428572
d_714,34476,2013-01-11,11250,Friday,7,1,2013,0,1,1,33742.0,32347.0,32902.0,35117.0,34283.0,32927.0
d_715,45878,2013-01-12,11251,Saturday,1,1,2013,0,1,1,43287.0,37154.0,42390.0,35487.142857142855,34906.142857142855,33051.57142857143
d_716,40207,2013-01-13,11251,Sunday,2,1,2013,0,1,0,43994.0,35699.0,40053.0,34946.142857142855,35228.142857142855,33057.07142857143
d_717,30614,2013-01-14,11251,Monday,3,1,2013,0,0,1,33517.0,35036.0,31025.0,34531.42857142857,34912.28571428572,33042.392857142855
d_718,30901,2013-01-15,11251,Tuesday,4,1,2013,0,1,1,31220.0,24087.0,30254.0,34485.857142857145,35399.0,33065.5
d_719,28802,2013-01-16,11251,Wednesday,5,1,2013,0,0,0,29532.0,32184.0,31782.0,34381.57142857143,35157.42857142857,32959.07142857143
d_720,28370,2013-01-17,11251,Thursday,6,1,2013,0,0,0,29793.0,36241.0,30872.0,34178.28571428572,34595.21428571428,32869.71428571428
d_721,32812,2013-01-18,11251,Friday,7,1,2013,0,0,0,34476.0,33742.0,32848.0,33940.57142857143,34528.78571428572,32868.42857142857
d_722,42267,2013-01-19,11252,Saturday,1,1,2013,0,0,0,45878.0,43287.0,40015.0,33424.71428571428,34455.92857142857,32948.857142857145
d_723,37041,2013-01-20,11252,Sunday,2,1,2013,0,0,0,40207.0,43994.0,38987.0,32972.42857142857,33959.28571428572,32879.357142857145
d_724,30887,2013-01-21,11252,Monday,3,1,2013,0,0,0,30614.0,33517.0,32623.0,33011.42857142857,33771.42857142857,32817.357142857145
d_725,25556,2013-01-22,11252,Tuesday,4,1,2013,0,0,0,30901.0,31220.0,11.0,32247.85714285714,33366.857142857145,33729.67857142857
d_726,25594,2013-01-23,11252,Wednesday,5,1,2013,0,0,0,28802.0,29532.0,29701.0,31789.571428571428,33085.57142857143,33583.0
d_727,24967,2013-01-24,11252,Thursday,6,1,2013,0,0,0,28370.0,29793.0,29086.0,31303.428571428572,32740.85714285714,33435.892857142855
d_728,29852,2013-01-25,11252,Friday,7,1,2013,0,0,0,32812.0,34476.0,32347.0,30880.571428571428,32410.571428571428,33346.78571428572
d_729,40693,2013-01-26,11301,Saturday,1,1,2013,0,0,0,42267.0,45878.0,37154.0,30655.714285714286,32040.214285714286,33473.17857142857
d_730,38427,2013-01-27,11301,Sunday,2,1,2013,0,0,0,37041.0,40207.0,35699.0,30853.714285714286,31913.071428571428,33570.607142857145
d_731,27796,2013-01-28,11301,Monday,3,1,2013,0,0,0,30887.0,30614.0,35036.0,30412.14285714286,31711.785714285714,33312.03571428572
d_732,25549,2013-01-29,11301,Tuesday,4,1,2013,0,0,0,25556.0,30901.0,24087.0,30411.14285714286,31329.5,33364.25
d_733,23523,2013-01-30,11301,Wednesday,5,1,2013,0,0,0,25594.0,28802.0,32184.0,30115.285714285714,30952.428571428572,33054.92857142857
d_734,26751,2013-01-31,11301,Thursday,6,1,2013,0,0,0,24967.0,28370.0,36241.0,30370.14285714286,30836.785714285714,32716.0
d_735,39076,2013-02-01,11301,Friday,7,2,2013,1,1,0,29852.0,32812.0,33742.0,31687.85714285714,31284.214285714286,32906.5
d_736,51032,2013-02-02,11302,Saturday,1,2,2013,1,0,1,40693.0,42267.0,43287.0,33164.857142857145,31910.285714285714,33183.107142857145
d_737,41558,2013-02-03,11302,Sunday,2,2,2013,1,1,1,38427.0,37041.0,43994.0,33612.142857142855,32232.928571428572,33096.107142857145
d_738,28992,2013-02-04,11302,Monday,3,2,2013,1,0,0,27796.0,30887.0,33517.0,33783.0,32097.571428571428,32934.5
d_739,31633,2013-02-05,11302,Tuesday,4,2,2013,1,1,1,25549.0,25556.0,31220.0,34652.142857142855,32531.64285714286,32949.25
d_740,31937,2013-02-06,11302,Wednesday,5,2,2013,1,1,1,23523.0,25594.0,29532.0,35854.142857142855,32984.71428571428,33035.142857142855
d_741,29699,2013-02-07,11302,Thursday,6,2,2013,1,1,0,26751.0,24967.0,29793.0,36275.28571428572,33322.71428571428,33031.78571428572
d_742,35546,2013-02-08,11302,Friday,7,2,2013,1,0,1,39076.0,29852.0,34476.0,35771.0,33729.42857142857,33070.0
d_743,45852,2013-02-09,11303,Saturday,1,2,2013,1,1,1,51032.0,40693.0,45878.0,35031.0,34097.92857142857,33069.07142857143
d_744,43910,2013-02-10,11303,Sunday,2,2,2013,1,0,0,41558.0,38427.0,40207.0,35367.0,34489.57142857143,33201.32142857143
d_745,36617,2013-02-11,11303,Monday,3,2,2013,0,1,1,28992.0,27796.0,30614.0,36456.28571428572,35119.642857142855,33415.71428571428
d_746,36141,2013-02-12,11303,Tuesday,4,2,2013,0,1,1,31633.0,25549.0,30901.0,37100.28571428572,35876.21428571428,33602.857142857145
